step,parameter_comb,prop_A_seq_minus_ea,prop_B_seq_minus_ea,prop_C_seq_minus_ea
5000,622,1,0,0
7300,622,1,0,0
10000,622,1,0.09,0
730,623,0,0,0
1000,623,0,0,0
1825,623,0,0,0
3650,623,1,0,0
5000,623,1,0,0
7300,623,1,0.33,0
10000,623,1,1,0
730,624,1,0,0
1000,624,1,0,0
1825,624,1,1,0
3650,624,0.010000000000000009,1,1
5000,624,0,0.26,0.6799999999999999
7300,624,0,0,0
10000,624,0,0,0
730,625,0,0,0
1000,625,0,0,0
1825,625,0.21,0,0
3650,625,1,0,0
5000,625,1,0.14,0
7300,625,1,1,0
10000,625,0.9299999999999999,1,0.48
730,626,0.47,0,0
1000,626,1,0,0
1825,626,1,0.09,0
3650,626,0,1,0.47
5000,626,0,0.24,0.82
7300,626,0,0,0.06000000000000005
10000,626,0,0,0
730,627,0,0,0
1000,627,0,0,0
1825,627,0,0,0
3650,627,1,0,0
5000,627,1,0,0
7300,627,1,0.02,0
10000,627,0.99,1,0
730,628,0,0,0
1000,628,0,0,0
1825,628,0,0,0
3650,628,0.33,0,0
5000,628,1,0,0
7300,628,1,0,0
10000,628,1,0.44,0
730,629,0,0,0
1000,629,1,0,0
1825,629,1,0,0
3650,629,0.010000000000000009,1,0.05
5000,629,0,0.48,0.86
7300,629,0,0,0.12
10000,629,0,0,0
730,630,0,0,0
1000,630,0,0,0
1825,630,0,0,0
3650,630,1,0,0
5000,630,1,0,0
7300,630,1,0.25,0
10000,630,0.9,0.92,0
730,631,1,0,0
1000,631,1,0,0
1825,631,1,0.99,0
3650,631,1,1,0.63
5000,631,1,1,0.98
7300,631,1,1,1
10000,631,1,1,1
730,632,0.77,0,0
1000,632,1,0,0
1825,632,1,0.2,0
3650,632,0.35,0.98,0.59
5000,632,0,0.76,0.96
7300,632,0,0,0.14
10000,632,0,0,0
730,633,0,0,0
1000,633,0,0,0
1825,633,0,0,0
3650,633,1,0,0
5000,633,1,0,0
7300,633,1,1,0
10000,633,1,1,0.05
730,634,0,0,0
1000,634,0,0,0
1825,634,0,0,0
3650,634,0,0,0
5000,634,0,0,0
7300,634,0,0,0
10000,634,0,0,0
730,635,0,0,0
1000,635,0.08,0,0
1825,635,1,0,0
3650,635,1,1,0
5000,635,0.13,1,0.16
7300,635,0,0.26,0.8099999999999999
10000,635,0,0,0.15000000000000002
730,636,0,0,0
1000,636,0,0,0
1825,636,0,0,0
3650,636,1,0,0
5000,636,1,0,0
7300,636,1,1,0
10000,636,0.020000000000000018,1,0.08
730,637,0,0,0
1000,637,0,0,0
1825,637,1,0,0
3650,637,1,0.03,0
5000,637,1,0.99,0
7300,637,1,1,0.24
10000,637,0.98,1,0.98
730,638,1,0,0
1000,638,1,0,0
1825,638,1,0.99,0
3650,638,0,0.29000000000000004,0.78
5000,638,0,0,0.08999999999999997
7300,638,0,0,0
10000,638,0,0,0
730,639,0,0,0
1000,639,0,0,0
1825,639,1,0,0
3650,639,1,0.65,0
5000,639,1,1,0
7300,639,1,1,0.67
10000,639,0.5700000000000001,1,0.98
730,640,0,0,0
1000,640,0.94,0,0
1825,640,1,0,0
3650,640,1,1,0
5000,640,1,1,0.16
7300,640,1,1,0.95
10000,640,1,1,1
730,641,1,0,0
1000,641,1,0,0
1825,641,1,1,0
3650,641,0,0.92,0.98
5000,641,0,0.010000000000000009,0.32999999999999996
7300,641,0,0,0
10000,641,0,0,0
730,642,0.04,0,0
1000,642,0.61,0,0
1825,642,1,0,0
3650,642,1,0.64,0.01
5000,642,0.96,0.85,0.04
7300,642,0.74,0.97,0.18
10000,642,0.51,1,0.29
730,643,0,0,0
1000,643,0,0,0
1825,643,0.08,0,0
3650,643,1,0,0
5000,643,1,0.23,0
7300,643,0.89,1,0
10000,643,0.020000000000000018,1,0.39
730,644,0,0,0
1000,644,0,0,0
1825,644,0,0,0
3650,644,0,0,0
5000,644,0,0,0
7300,644,0.24,0,0
10000,644,1,0,0
730,645,0,0,0
1000,645,0,0,0
1825,645,0,0,0
3650,645,1,0,0
5000,645,1,0,0
7300,645,1,0,0
10000,645,1,1,0
730,646,0,0,0
1000,646,0,0,0
1825,646,0,0,0
3650,646,0.81,0,0
5000,646,1,0,0
7300,646,1,0,0
10000,646,1,0,0
730,647,0,0,0
1000,647,1,0,0
1825,647,1,0,0
3650,647,0,1,0.07
5000,647,0,0.13,0.77
7300,647,0,0,0.020000000000000018
10000,647,0,0,0
730,648,1,0,0
1000,648,1,0,0
1825,648,0.040000000000000036,1,0.02
3650,648,0,0.010000000000000009,0.12
5000,648,0,0,0
7300,648,0,0,0
10000,648,0,0,0
730,649,0,0,0
1000,649,0,0,0
1825,649,0,0,0
3650,649,0,0,0
5000,649,0.03,0,0
7300,649,1,0,0
10000,649,1,0,0
730,650,1,0,0
1000,650,1,0,0
1825,650,1,1,0
3650,650,0.020000000000000018,0.99,0.88
5000,650,0,0.48,0.89
7300,650,0,0,0.06999999999999995
10000,650,0,0,0
730,651,0,0,0
1000,651,0.71,0,0
1825,651,1,0,0
3650,651,1,1,0
5000,651,0.98,1,0.47
7300,651,0,1,1
10000,651,0,0.14,0.5900000000000001
730,652,1,0,0
1000,652,1,0,0
1825,652,1,1,0
3650,652,0,0.040000000000000036,0.42000000000000004
5000,652,0,0,0
7300,652,0,0,0
10000,652,0,0,0
730,653,0,0,0
1000,653,0,0,0
1825,653,0,0,0
3650,653,0,0,0
5000,653,0,0,0
7300,653,0,0,0
10000,653,0.64,0,0
730,654,1,0,0
1000,654,1,0,0
1825,654,0.95,1,0
3650,654,0,0.55,0.89
5000,654,0,0.050000000000000044,0.43999999999999995
7300,654,0,0,0.050000000000000044
10000,654,0,0,0
730,655,0,0,0
1000,655,0,0,0
1825,655,0,0,0
3650,655,1,0,0
5000,655,1,0,0
7300,655,1,0.32,0
10000,655,0.48,1,0
730,656,0,0,0
1000,656,0,0,0
1825,656,0.03,0,0
3650,656,1,0,0
5000,656,1,0.23,0
7300,656,0.41000000000000003,1,0
10000,656,0,0.9,0.44
730,657,0,0,0
1000,657,0,0,0
1825,657,0,0,0
3650,657,1,0,0
5000,657,1,0,0
7300,657,1,1,0
10000,657,1,1,0.06
730,658,0,0,0
1000,658,0,0,0
1825,658,0,0,0
3650,658,1,0,0
5000,658,1,0,0
7300,658,1,0.43,0
10000,658,0.89,0.93,0
730,659,0,0,0
1000,659,1,0,0
1825,659,1,0,0
3650,659,1,1,0.03
5000,659,0.13,1,0.85
7300,659,0,0.5700000000000001,0.89
10000,659,0,0.040000000000000036,0.21999999999999997
730,660,1,0,0
1000,660,1,0,0
1825,660,1,1,0
3650,660,0,0.96,0.97
5000,660,0,0.020000000000000018,0.44999999999999996
7300,660,0,0,0
10000,660,0,0,0
730,661,0,0,0
1000,661,0,0,0
1825,661,0,0,0
3650,661,0,0,0
5000,661,0,0,0
7300,661,0,0,0
10000,661,0.69,0,0
730,662,0,0,0
1000,662,0,0,0
1825,662,0,0,0
3650,662,1,0,0
5000,662,1,0,0
7300,662,1,0.03,0
10000,662,1,0.96,0
730,663,0,0,0
1000,663,0,0,0
1825,663,0.04,0,0
3650,663,1,0,0
5000,663,1,0,0
7300,663,1,0.48,0
10000,663,1,0.93,0
730,664,0,0,0
1000,664,1,0,0
1825,664,1,0,0
3650,664,1,1,0
5000,664,1,1,0.5
7300,664,1,1,0.87
10000,664,0.69,1,1
730,665,0,0,0
1000,665,0,0,0
1825,665,0,0,0
3650,665,1,0,0
5000,665,1,0,0
7300,665,1,0,0
10000,665,0.79,1,0
730,666,0,0,0
1000,666,0,0,0
1825,666,1,0,0
3650,666,1,0.85,0
5000,666,0.78,1,0
7300,666,0,0.98,0.79
10000,666,0,0.24,0.7
730,667,0,0,0
1000,667,0,0,0
1825,667,0,0,0
3650,667,1,0,0
5000,667,1,0,0
7300,667,1,0.75,0
10000,667,1,1,0
730,668,0,0,0
1000,668,0,0,0
1825,668,1,0,0
3650,668,1,0.9,0
5000,668,1,1,0
7300,668,0.25,1,0.86
10000,668,0,0.83,0.99
730,669,0,0,0
1000,669,0,0,0
1825,669,0.08,0,0
3650,669,0.99,0,0
5000,669,1,0,0
7300,669,1,0,0
10000,669,1,0,0
730,670,0,0,0
1000,670,0,0,0
1825,670,0.08,0,0
3650,670,1,0,0
5000,670,1,0.05,0
7300,670,1,1,0
10000,670,1,1,0.2
730,671,0,0,0
1000,671,0,0,0
1825,671,0.94,0,0
3650,671,1,0,0
5000,671,1,0.96,0
7300,671,0.98,1,0.02
10000,671,0.020000000000000018,1,0.91
730,672,1,0,0
1000,672,1,0,0
1825,672,1,0.91,0
3650,672,0,0.74,0.82
5000,672,0,0.040000000000000036,0.38
7300,672,0,0,0
10000,672,0,0,0
730,673,0,0,0
1000,673,0,0,0
1825,673,1,0,0
3650,673,1,1,0
5000,673,1,1,0.05
7300,673,0,1,1
10000,673,0,0.12,0.5900000000000001
730,674,1,0,0
1000,674,1,0,0
1825,674,0.91,0.99,0
3650,674,0,0.48,0.6900000000000001
5000,674,0,0,0.31000000000000005
7300,674,0,0,0.010000000000000009
10000,674,0,0,0
730,675,0,0,0
1000,675,0,0,0
1825,675,0,0,0
3650,675,0.01,0,0
5000,675,0.6,0,0
7300,675,0.99,0,0
10000,675,1,0,0
730,676,0,0,0
1000,676,0,0,0
1825,676,0,0,0
3650,676,0,0,0
5000,676,0.36,0,0
7300,676,1,0,0
10000,676,1,0,0
730,677,0,0,0
1000,677,0.01,0,0
1825,677,1,0,0
3650,677,1,0.98,0
5000,677,1,1,0
7300,677,0.030000000000000027,1,0.92
10000,677,0,0.51,0.9
730,678,1,0,0
1000,678,1,0,0
1825,678,1,0.98,0
3650,678,1,1,0.97
5000,678,0.6799999999999999,0.99,1
7300,678,0,0.71,0.95
10000,678,0,0.010000000000000009,0.06000000000000005
730,679,0,0,0
1000,679,0.82,0,0
1825,679,1,0,0
3650,679,1,1,0
5000,679,0.98,1,0.52
7300,679,0,0.97,0.99
10000,679,0,0.07999999999999996,0.49
730,680,0,0,0
1000,680,0.1,0,0
1825,680,1,0,0
3650,680,1,1,0
5000,680,1,1,0.1
7300,680,0.56,1,1
10000,680,0,0.89,1
730,681,1,1,0
1000,681,1,1,0.59
1825,681,0.52,0.98,0.99
3650,681,0,0,0
5000,681,0,0,0
7300,681,0,0,0
10000,681,0,0,0
730,682,0,0,0
1000,682,1,0,0
1825,682,1,0,0
3650,682,0.63,1,0.01
5000,682,0,0.92,0.96
7300,682,0,0,0.29000000000000004
10000,682,0,0,0
730,683,0,0,0
1000,683,0,0,0
1825,683,1,0,0
3650,683,1,1,0
5000,683,0.94,1,0.06
7300,683,0,0.97,0.94
10000,683,0,0.15000000000000002,0.6799999999999999
730,684,0,0,0
1000,684,0,0,0
1825,684,1,0,0
3650,684,1,0.01,0
5000,684,1,0.97,0
7300,684,0.5,1,0.13
10000,684,0.010000000000000009,1,0.73
730,685,0,0,0
1000,685,0,0,0
1825,685,0,0,0
3650,685,0,0,0
5000,685,0.99,0,0
7300,685,1,0,0
10000,685,1,0,0
730,686,1,1,0
1000,686,1,1,0.72
1825,686,0.13,0.99,0.99
3650,686,0,0,0
5000,686,0,0,0
7300,686,0,0,0
10000,686,0,0,0
730,687,0,0,0
1000,687,0,0,0
1825,687,0.78,0,0
3650,687,1,0,0
5000,687,1,0.64,0
7300,687,0.88,1,0.02
10000,687,0.020000000000000018,1,0.53
730,688,1,0,0
1000,688,1,0,0
1825,688,1,0.86,0
3650,688,0,1,0.42
5000,688,0,0.7,0.72
7300,688,0,0.06000000000000005,0.35
10000,688,0,0.010000000000000009,0.07999999999999996
730,689,0.18,0,0
1000,689,1,0,0
1825,689,1,0,0
3650,689,0.95,1,0.11
5000,689,0.06000000000000005,1,0.74
7300,689,0,0.9,0.9199999999999999
10000,689,0,0.17000000000000004,0.49
730,690,0,0,0
1000,690,0,0,0
1825,690,0,0,0
3650,690,0.66,0,0
5000,690,1,0,0
7300,690,1,0,0
10000,690,1,0,0
730,691,0,0,0
1000,691,0,0,0
1825,691,0,0,0
3650,691,1,0,0
5000,691,1,0,0
7300,691,1,0.33,0
10000,691,0.87,1,0
730,692,0,0,0
1000,692,0.15,0,0
1825,692,1,0,0
3650,692,1,1,0
5000,692,1,1,0.11
7300,692,1,1,0.93
10000,692,0.13,1,0.99
730,693,0,0,0
1000,693,0,0,0
1825,693,1,0,0
3650,693,1,0.07,0
5000,693,0.98,0.9,0
7300,693,0.08999999999999997,1,0.05
10000,693,0,0.96,0.51
730,694,1,0,0
1000,694,1,1,0
1825,694,0,0.8,0.89
3650,694,0,0,0
5000,694,0,0,0
7300,694,0,0,0
10000,694,0,0,0
730,695,0,0,0
1000,695,0,0,0
1825,695,1,0,0
3650,695,1,0.08,0
5000,695,1,1,0
7300,695,0.71,1,0.35
10000,695,0.010000000000000009,1,0.96
730,696,0,0,0
1000,696,0,0,0
1825,696,0,0,0
3650,696,0.01,0,0
5000,696,0.6,0,0
7300,696,1,0,0
10000,696,1,0,0
730,697,0,0,0
1000,697,0,0,0
1825,697,1,0,0
3650,697,1,0.01,0
5000,697,1,1,0
7300,697,0.06000000000000005,0.99,0.39
10000,697,0,0.53,0.9299999999999999
730,698,0,0,0
1000,698,0,0,0
1825,698,0,0,0
3650,698,1,0,0
5000,698,1,0,0
7300,698,1,0.98,0
10000,698,0.13,1,0.03
730,699,0,0,0
1000,699,0.34,0,0
1825,699,1,0,0
3650,699,1,1,0
5000,699,1,1,0.27
7300,699,0,0.98,1
10000,699,0,0.07999999999999996,0.43000000000000005
730,700,1,0,0
1000,700,1,0,0
1825,700,1,1,0
3650,700,0.040000000000000036,0.99,0.99
5000,700,0,0.29000000000000004,0.76
7300,700,0,0,0.020000000000000018
10000,700,0,0,0
730,701,0,0,0
1000,701,0,0,0
1825,701,0,0,0
3650,701,1,0,0
5000,701,1,0,0
7300,701,1,0.01,0
10000,701,1,1,0
730,702,1,0,0
1000,702,1,0,0
1825,702,1,1,0
3650,702,1,1,0.97
5000,702,0.08999999999999997,1,1
7300,702,0,0.21999999999999997,0.54
10000,702,0,0,0.010000000000000009
730,703,0,0,0
1000,703,0,0,0
1825,703,0.65,0,0
3650,703,1,0,0
5000,703,1,0.93,0
7300,703,0.26,1,0
10000,703,0,0.83,0.64
730,704,0,0,0
1000,704,0,0,0
1825,704,0,0,0
3650,704,0,0,0
5000,704,0.65,0,0
7300,704,1,0,0
10000,704,1,0,0
730,705,0,0,0
1000,705,0,0,0
1825,705,0,0,0
3650,705,0.26,0,0
5000,705,1,0,0
7300,705,1,0,0
10000,705,1,0.23,0
730,706,1,0,0
1000,706,1,0.89,0
1825,706,1,1,0.45
3650,706,1,1,1
5000,706,0.86,0.98,0.99
7300,706,0,0.81,0.87
10000,706,0,0.030000000000000027,0.07999999999999996
730,707,0,0.97,0.99
1000,707,0,0.020000000000000018,0.38
1825,707,0,0,0
3650,707,0,0,0
5000,707,0,0,0
7300,707,0,0,0
10000,707,0,0,0
730,708,0,0,0
1000,708,0,0,0
1825,708,0,0,0
3650,708,0,0,0
5000,708,0,0,0
7300,708,0.09,0,0
10000,708,0.98,0,0
730,709,0,0,0
1000,709,0,0,0
1825,709,1,0,0
3650,709,1,0.12,0
5000,709,1,1,0
7300,709,0.92,1,0.47
10000,709,0,1,0.99
730,710,0,0,0
1000,710,0,0,0
1825,710,0,0,0
3650,710,0,0,0
5000,710,0,0,0
7300,710,0.97,0,0
10000,710,1,0,0
730,711,0,0,0
1000,711,0,0,0
1825,711,0,0,0
3650,711,0.96,0,0
5000,711,1,0,0
7300,711,1,0,0
10000,711,0.96,0.99,0
730,712,0,0,0
1000,712,0,0,0
1825,712,0,0,0
3650,712,0,0,0
5000,712,0,0,0
7300,712,1,0,0
10000,712,1,0,0
730,713,0,0,0
1000,713,0,0,0
1825,713,0,0,0
3650,713,1,0,0
5000,713,1,0,0
7300,713,1,0.96,0
10000,713,0.88,1,0
730,714,0,1,0.64
1000,714,0,0.31999999999999995,0.8099999999999999
1825,714,0,0,0
3650,714,0,0,0
5000,714,0,0,0
7300,714,0,0,0
10000,714,0,0,0
730,715,0,0,0
1000,715,0,0,0
1825,715,0,0,0
3650,715,1,0,0
5000,715,1,0,0
7300,715,1,0.94,0
10000,715,1,1,0
730,716,0,0,0
1000,716,0,0,0
1825,716,1,0,0
3650,716,1,0.19,0
5000,716,1,1,0
7300,716,0,1,0.48
10000,716,0,0.41000000000000003,0.78
730,717,1,0,0
1000,717,1,0,0
1825,717,1,0.78,0
3650,717,1,1,0.8
5000,717,0.81,1,1
7300,717,0,0.81,0.96
10000,717,NA,NA,NA
730,718,0,0,0
1000,718,0,0,0
1825,718,0,0,0
3650,718,0.27,0,0
5000,718,1,0,0
7300,718,1,0,0
10000,718,1,0.2,0
730,719,1,0,0
1000,719,1,0.67,0
1825,719,0.98,1,0.45
3650,719,0,0.27,0.7
5000,719,0,0,0.06000000000000005
7300,719,0,0,0
10000,719,0,0,0
730,720,0,0,0
1000,720,0,0,0
1825,720,0,0,0
3650,720,0,0,0
5000,720,0.92,0,0
7300,720,1,0,0
10000,720,1,0,0
730,721,1,0,0
1000,721,1,0,0
1825,721,0.76,1,0
3650,721,0,0.010000000000000009,0.32999999999999996
5000,721,0,0,0
7300,721,0,0,0
10000,721,0,0,0
730,722,0,0,0
1000,722,0,0,0
1825,722,1,0,0
3650,722,1,0.01,0
5000,722,1,1,0
7300,722,0.030000000000000027,1,0.26
10000,722,0,0.52,0.8300000000000001
730,723,0.97,0,0
1000,723,1,0,0
1825,723,1,0.16,0
3650,723,1,1,0.55
5000,723,0.95,1,0.99
7300,723,0,0.92,0.99
10000,723,0,0.06000000000000005,0.25
730,724,1,0,0
1000,724,1,0,0
1825,724,1,0.95,0
3650,724,1,1,0.9
5000,724,1,1,1
7300,724,0.99,0.99,1
10000,724,0.10999999999999999,0.95,0.96
730,725,0,0,0
1000,725,0,0,0
1825,725,0,0,0
3650,725,0,0,0
5000,725,0.95,0,0
7300,725,1,0,0
10000,725,1,0,0
730,726,0,0,0
1000,726,0,0,0
1825,726,1,0,0
3650,726,1,1,0
5000,726,0.040000000000000036,1,0.04
7300,726,0,0.29000000000000004,0.83
10000,726,0,0.010000000000000009,0.08999999999999997
730,727,0,0,0
1000,727,0,0,0
1825,727,0,0,0
3650,727,0.76,0,0
5000,727,0.99,0,0
7300,727,1,0,0
10000,727,1,0,0
730,728,0,0,0
1000,728,0,0,0
1825,728,1,0,0
3650,728,1,0,0
5000,728,1,0.88,0
7300,728,1,1,0
10000,728,1,1,0.72
730,729,0,0,0
1000,729,0,0,0
1825,729,0,0,0
3650,729,0.5,0,0
5000,729,0.96,0,0
7300,729,1,0,0
10000,729,1,0,0
730,730,0,0,0
1000,730,0.99,0,0
1825,730,1,0,0
3650,730,0.9299999999999999,1,0
5000,730,0,1,0.68
7300,730,0,0.18999999999999995,0.71
10000,730,0,0,0.050000000000000044
730,731,1,0,0
1000,731,1,1,0
1825,731,1,1,0.89
3650,731,1,1,1
5000,731,1,1,1
7300,731,0,0.99,0.99
10000,731,0,0.26,0.38
730,732,0,0,0
1000,732,0,0,0
1825,732,0,0,0
3650,732,1,0,0
5000,732,1,0,0
7300,732,1,0.07,0
10000,732,0.9299999999999999,0.98,0
730,733,0,0,0
1000,733,0,0,0
1825,733,0.98,0,0
3650,733,1,0.24,0
5000,733,1,0.88,0
7300,733,0.99,0.99,0.19
10000,733,0.95,1,0.5
730,734,0,0,0
1000,734,0,0,0
1825,734,1,0,0
3650,734,1,0.66,0
5000,734,1,1,0
7300,734,0.77,1,0.77
10000,734,0,0.97,0.99
730,735,0,0,0
1000,735,0,0,0
1825,735,0.86,0,0
3650,735,1,0,0
5000,735,1,0.91,0
7300,735,0.85,1,0.04
10000,735,0,1,0.8
730,736,0,0,0
1000,736,0,0,0
1825,736,0,0,0
3650,736,1,0,0
5000,736,1,0,0
7300,736,0.81,1,0
10000,736,0,1,0.06
730,737,0,0,0
1000,737,0,0,0
1825,737,0,0,0
3650,737,1,0,0
5000,737,1,0,0
7300,737,1,0.69,0
10000,737,0.86,1,0
730,738,0,0,0
1000,738,0.99,0,0
1825,738,1,0,0
3650,738,1,1,0
5000,738,0.88,1,0.75
7300,738,0,0.96,1
10000,738,0,0.07999999999999996,0.45999999999999996
730,739,0,0,0
1000,739,0.05,0,0
1825,739,1,0,0
3650,739,1,0.66,0
5000,739,0.88,0.96,0
7300,739,0.040000000000000036,1,0.32
10000,739,0,1,0.68
730,740,1,0,0
1000,740,1,0.98,0
1825,740,1,1,0.73
3650,740,0.010000000000000009,0.97,0.97
5000,740,0,0.22999999999999998,0.55
7300,740,0,0,0
10000,740,0,0,0
730,741,0,0,0
1000,741,0,0,0
1825,741,0.32,0,0
3650,741,1,0,0
5000,741,1,0.68,0
7300,741,0.17000000000000004,0.99,0
10000,741,0,0.64,0.72
730,742,1,0,0
1000,742,1,0,0
1825,742,0.99,0.71,0
3650,742,0.030000000000000027,1,0.21
5000,742,0,1,0.47
7300,742,0,0.83,0.72
10000,742,0,0.42000000000000004,0.6
730,743,1,0,0
1000,743,1,0,0
1825,743,1,1,0
3650,743,0,0.25,0.85
5000,743,0,0,0.020000000000000018
7300,743,0,0,0
10000,743,0,0,0
730,744,0,0,0
1000,744,0,0,0
1825,744,0.22,0,0
3650,744,1,0,0
5000,744,1,0.42,0
7300,744,0.65,1,0
10000,744,0,0.98,0.61
730,745,0,0,0
1000,745,0,0,0
1825,745,0.9,0,0
3650,745,1,0,0
5000,745,1,0.88,0
7300,745,1,1,0
10000,745,1,1,0.83
730,746,0,0,0
1000,746,0,0,0
1825,746,1,0,0
3650,746,1,0.01,0
5000,746,1,1,0
7300,746,1,1,0.2
10000,746,1,1,0.94
730,747,0,0,0
1000,747,0.63,0,0
1825,747,1,0,0
3650,747,1,1,0
5000,747,0.14,0.99,0.56
7300,747,0,0.37,0.83
10000,747,0,0.010000000000000009,0.10999999999999999
730,748,0,0,0
1000,748,0,0,0
1825,748,0.1,0,0
3650,748,1,0,0
5000,748,1,0,0
7300,748,1,0.26,0
10000,748,1,0.86,0
730,749,0,0,0
1000,749,0,0,0
1825,749,0.01,0,0
3650,749,1,0,0
5000,749,1,0,0
7300,749,1,1,0
10000,749,0.56,1,0.15
730,750,0,0,0
1000,750,0,0,0
1825,750,0,0,0
3650,750,1,0,0
5000,750,1,0,0
7300,750,1,0.65,0
10000,750,1,1,0
730,751,0,0,0
1000,751,0,0,0
1825,751,0,0,0
3650,751,1,0,0
5000,751,1,0,0
7300,751,1,0,0
10000,751,1,0.12,0
730,752,0.57,0,0
1000,752,0.69,-0.02,0
1825,752,NA,NA,NA
3650,752,NA,NA,NA
5000,752,NA,NA,NA
7300,752,NA,NA,NA
10000,752,NA,NA,NA
730,753,0,0,0
1000,753,0,0,0
1825,753,0,0,0
3650,753,0,0,0
5000,753,0.03,0,0
7300,753,1,0,0
10000,753,1,0,0
730,754,0,0,0
1000,754,0,0,0
1825,754,1,0,0
3650,754,1,0.01,0
5000,754,1,1,0
7300,754,0.45999999999999996,1,0.18
10000,754,0,0.99,0.8
730,755,0,0,0
1000,755,0,0,0
1825,755,0.16,0,0
3650,755,1,0,0
5000,755,1,0.07,0
7300,755,1,1,0
10000,755,1,1,0.22
730,756,0,0,0
1000,756,0,0,0
1825,756,0,0,0
3650,756,0,0,0
5000,756,0.36,0,0
7300,756,1,0,0
10000,756,1,0,0
730,757,0,0,0
1000,757,0,0,0
1825,757,0,0,0
3650,757,1,0,0
5000,757,1,0,0
7300,757,0.89,1,0
10000,757,0,0.99,0.01
730,758,0,0,0
1000,758,0,0,0
1825,758,0.99,0,0
3650,758,1,0,0
5000,758,1,1,0
7300,758,0.89,1,0.2
10000,758,0,1,0.95
730,759,0,0,0
1000,759,0,0,0
1825,759,0,0,0
3650,759,0,0,0
5000,759,0.99,0,0
7300,759,1,0,0
10000,759,1,0,0
730,760,0.36,0,0
1000,760,0.87,0,0
1825,760,0.97,0.02,0
3650,760,NA,NA,NA
5000,760,NA,NA,NA
7300,760,NA,NA,NA
10000,760,NA,NA,NA
730,761,0,0,0
1000,761,0,0,0
1825,761,0,0,0
3650,761,1,0,0
5000,761,1,0,0
7300,761,1,0.9,0
10000,761,0.040000000000000036,1,0
730,762,0.21999999999999997,1,0
1000,762,0,0.5900000000000001,0.76
1825,762,0,0,0
3650,762,0,0,0
5000,762,0,0,0
7300,762,0,0,0
10000,762,0,0,0
730,763,1,0,0
1000,763,1,1,0
1825,763,0.20999999999999996,1,0.83
3650,763,0,0.010000000000000009,0.10999999999999999
5000,763,0,0,0
7300,763,0,0,0
10000,763,0,0,0
730,764,0,0,0
1000,764,0,0,0
1825,764,0,0,0
3650,764,0,0,0
5000,764,0,0,0
7300,764,1,0,0
10000,764,1,0,0
730,765,0,0,0
1000,765,0,0,0
1825,765,0,0,0
3650,765,1,0,0
5000,765,1,0,0
7300,765,1,0.36,0
10000,765,0.91,1,0
730,766,0,0,0
1000,766,0,0,0
1825,766,0,0,0
3650,766,0,0,0
5000,766,0.21,0,0
7300,766,1,0,0
10000,766,1,0,0
730,767,0,0,0
1000,767,0,0,0
1825,767,0,0,0
3650,767,0,0,0
5000,767,0.66,0,0
7300,767,1,0,0
10000,767,1,0,0
730,768,0,0,0
1000,768,0,0,0
1825,768,0,0,0
3650,768,1,0,0
5000,768,1,0,0
7300,768,1,0,0
10000,768,1,0,0
730,769,0,0,0
1000,769,0.25,0,0
1825,769,1,0,0
3650,769,1,0.99,0
5000,769,1,1,0
7300,769,1,1,0.89
10000,769,1,1,0.99
730,770,0.28,0,0
1000,770,1,0,0
1825,770,1,0.03,0
3650,770,0,0.98,0.47
5000,770,0,0.07999999999999996,0.56
7300,770,0,0,0
10000,770,0,0,0
730,771,0,0,0
1000,771,0.84,0,0
1825,771,1,0,0
3650,771,1,1,0
5000,771,0.72,1,0.44
7300,771,0.010000000000000009,1,0.91
10000,771,0,0.8200000000000001,0.97
730,772,1,0.97,0
1000,772,1,1,0
1825,772,0,0.89,0.99
3650,772,0,0,0
5000,772,0,0,0
7300,772,0,0,0
10000,772,0,0,0
730,773,0,0,0
1000,773,0.95,0,0
1825,773,1,0,0
3650,773,0.92,1,0
5000,773,0,1,0.7
7300,773,0,0.08999999999999997,0.61
10000,773,0,0,0.040000000000000036
730,774,0,0,0
1000,774,0.97,0,0
1825,774,1,0,0
3650,774,1,1,0
5000,774,0,0.99,0.85
7300,774,0,0.06999999999999995,0.55
10000,774,0,0,0.020000000000000018
730,775,0,0,0
1000,775,0,0,0
1825,775,1,0,0
3650,775,1,0.98,0
5000,775,1,1,0.01
7300,775,0.39,1,0.75
10000,775,0,1,0.98
730,776,0,0,0
1000,776,0,0,0
1825,776,1,0,0
3650,776,1,1,0
5000,776,0.19999999999999996,1,0.3
7300,776,0,0.36,0.81
10000,776,0,0,0.07999999999999996
730,777,0,0,0
1000,777,0,0,0
1825,777,0,0,0
3650,777,1,0,0
5000,777,1,0,0
7300,777,1,0.02,0
10000,777,1,0.94,0
730,778,1,0,0
1000,778,1,1,0
1825,778,0.21999999999999997,0.99,0.89
3650,778,0,0,0
5000,778,0,0,0
7300,778,0,0,0
10000,778,0,0,0
730,779,0,0,0
1000,779,0,0,0
1825,779,0,0,0
3650,779,1,0,0
5000,779,1,0,0
7300,779,1,0.99,0
10000,779,0.78,1,0
730,780,0,0,0
1000,780,0,0,0
1825,780,0,0,0
3650,780,1,0,0
5000,780,1,0,0
7300,780,1,0.96,0
10000,780,0.12,1,0.01
730,781,1,0,0
1000,781,1,0,0
1825,781,1,1,0
3650,781,1,1,0.96
5000,781,1,1,1
7300,781,0.06000000000000005,0.99,0.99
10000,781,0,0.76,0.91
730,782,0,0,0
1000,782,0,0,0
